"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.811534375E0,-1.050393820E0,1.008091068E1,9.929425120E-1
1.816496875E0,-1.021672964E0,1.001151752E1,1.059941769E0
1.821460938E0,-9.283565283E-1,1.000195026E1,1.093441486E0
1.826423438E0,-9.092124701E-1,9.989988327E0,1.256151438E0
1.831387500E0,-7.465025187E-1,9.925383568E0,1.387755871E0
1.836350000E0,-6.962530017E-1,9.865556717E0,1.476293445E0
1.841314063E0,-5.670427084E-1,9.875133514E0,1.598321199E0
1.846276563E0,-4.593611062E-1,9.836845398E0,1.670108914E0
1.851240625E0,-3.708235621E-1,9.812912941E0,1.588753939E0
1.856203125E0,-2.129019946E-1,9.839240074E0,1.643791914E0
1.861165625E0,-5.975927413E-2,9.803345680E0,1.598321199E0
1.866128125E0,1.627578288E-1,9.772240639E0,1.531321764E0
1.871092188E0,2.154015303E-1,9.643030167E0,1.526543021E0
1.876054688E0,3.589770198E-1,9.544916153E0,1.385361671E0
1.881018750E0,3.135063350E-1,9.587991714E0,1.430822849E0
1.885981250E0,3.805056810E-1,9.623887062E0,1.485860705E0
1.890945313E0,3.613712192E-1,9.681308746E0,1.543292880E0
1.895907813E0,3.589770198E-1,9.769846916E0,1.684464574E0
1.900870313E0,3.661500514E-1,9.698058128E0,1.670108914E0
1.905834375E0,2.824008763E-1,9.774634361E0,1.684464574E0
1.910796875E0,2.489012182E-1,9.791384697E0,1.679676175E0
1.915759375E0,2.584780157E-1,9.762663841E0,1.739502430E0
1.920723438E0,2.877830528E-2,9.915806770E0,1.653359175E0
1.925685938E0,-6.215347722E-2,1.000673866E1,1.634215117E0
1.930650000E0,-2.416132689E-1,1.004023838E1,1.473899245E0
1.935614063E0,-4.330440462E-1,1.015509319E1,1.449966788E0
1.940576563E0,-5.048221946E-1,1.022926426E1,1.351862073E0
1.945540625E0,-5.526775122E-1,1.016705418E1,1.258545637E0
1.950501563E0,-6.220710278E-1,1.019576550E1,1.222651720E0
1.955467188E0,-6.483976841E-1,1.016705418E1,1.081470490E0
